acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.31,-0.99,-0.18,-24.27,-8.69,-10.56
-0.3,-1.05,-0.22,-19.98,-9.22,-8.9
-0.29,-1.07,-0.24,-15.86,-7.94,-7.5
-0.28,-1.07,-0.24,-10.79,-6.24,-7.18
-0.28,-1.06,-0.25,-5.92,-4.31,-6.27
-0.29,-1.03,-0.26,-3.18,-2.23,-7.31
-0.29,-1.01,-0.25,-2.75,-1.53,-8.5
-0.29,-1.01,-0.26,-0.31,-0.31,-8.23
-0.29,-1.01,-0.26,4.75,0.46,-5.18
-0.28,-1.01,-0.27,12.24,1.69,-1.53
-0.28,-1.0,-0.29,20.05,2.67,1.25
-0.28,-1.0,-0.32,29.83,4.66,5.02
-0.28,-0.99,-0.34,42.53,8.55,9.22
-0.3,-0.99,-0.39,60.58,13.42,18.56
-0.3,-1.0,-0.48,90.2,20.5,36.82
-0.29,-0.97,-0.55,127.63,30.92,60.9
-0.27,-0.98,-0.59,174.72,41.69,91.98
-0.27,-0.89,-0.65,223.48,55.44,119.77
-0.27,-0.69,-0.66,258.84,70.09,141.34
-0.27,-0.54,-0.69,285.21,86.5,156.44
-0.32,-0.39,-0.72,308.84,100.21,167.66
-0.34,-0.25,-0.76,328.41,112.92,180.14
-0.33,-0.16,-0.81,346.6,125.6,192.38
-0.32,-0.07,-0.86,366.99,138.63,205.66
-0.26,-0.13,-0.99,406.78,150.46,232.21
-0.22,-0.09,-1.16,454.55,164.64,257.97
-0.19,0.08,-1.33,494.08,179.6,277.74
-0.23,0.27,-1.46,500.26,188.31,292.26
-0.05,0.4,-1.68,500.26,215.89,291.54
-0.06,0.61,-1.73,500.26,234.63,289.54
-0.07,0.75,-1.8,500.26,259.36,278.34
-0.18,0.86,-1.74,500.26,283.44,253.79
-0.33,0.79,-1.7,477.25,301.74,226.76
-0.58,0.73,-1.58,440.24,313.98,177.6
-0.88,0.79,-1.36,386.69,319.97,128.11
-1.12,0.7,-1.17,342.98,324.4,86.11
-1.35,0.42,-0.99,343.44,332.05,89.16
-1.63,0.13,-0.88,400.2,342.31,130.76
-1.92,0.04,-0.69,490.15,343.08,187.77
-2.19,0.24,-0.62,500.26,329.89,233.08
-2.44,0.8,-0.47,500.26,309.83,242.05
-2.52,1.57,-0.34,500.26,278.55,224.35
-2.18,2.56,-0.14,500.26,276.92,178.67
-3.13,2.27,0.25,500.26,212.7,179.95
-2.63,2.98,0.38,500.26,166.29,157.51
-2.61,3.26,0.49,473.89,120.6,150.63
-2.42,3.99,0.63,354.96,92.17,97.85
-2.4,4.0,0.9,180.67,50.46,43.79
-2.1,4.0,0.9,30.95,11.15,10.21
-1.73,3.36,0.79,-65.56,-4.17,11.89
-1.5,2.63,0.75,-109.97,-9.69,28.67
-1.35,2.16,0.65,-141.71,-7.19,36.44
-1.35,1.83,0.69,-179.27,-2.18,24.17
-1.54,1.56,0.73,-213.53,-15.94,-0.46
-1.71,1.49,0.75,-253.44,-45.77,-35.02
-1.78,1.43,0.71,-291.31,-79.53,-64.18
-1.75,1.41,0.6,-325.02,-106.31,-78.21
-1.74,1.34,0.47,-355.6,-127.44,-85.54
-1.78,1.25,0.36,-380.67,-148.98,-96.14
-1.74,1.18,0.24,-402.76,-165.92,-105.86
-1.67,0.96,0.08,-414.09,-174.58,-103.42
-1.71,0.89,0.03,-420.55,-189.27,-113.68
-1.71,0.87,-0.02,-440.35,-207.51,-135.63
-1.63,0.83,-0.14,-465.51,-220.17,-166.03
-1.61,0.79,-0.2,-490.41,-233.68,-192.73
-1.53,0.68,-0.29,-500.27,-250.09,-229.27
-1.43,0.59,-0.38,-500.27,-263.8,-259.86
-1.24,0.41,-0.49,-500.27,-269.97,-275.85
-1.12,0.21,-0.59,-500.27,-269.85,-280.69
-1.01,0.21,-0.63,-500.27,-265.01,-294.38
-0.93,0.14,-0.67,-500.27,-262.49,-305.89
-0.78,0.04,-0.77,-500.27,-256.27,-332.31
-0.66,0.13,-0.76,-500.27,-245.02,-365.15
-0.54,-0.02,-0.84,-500.27,-232.72,-368.79
-0.38,0.04,-0.78,-490.49,-211.85,-371.85
-0.42,0.12,-0.68,-479.59,-192.85,-355.22
-0.35,-0.04,-0.71,-437.05,-171.8,-311.57
-0.36,-0.14,-0.65,-375.48,-147.16,-260.41
-0.46,-0.12,-0.56,-325.3,-127.63,-211.22
-0.43,-0.15,-0.57,-279.79,-111.62,-171.08
-0.43,-0.08,-0.53,-248.61,-94.6,-140.32
-0.42,-0.0,-0.51,-235.97,-80.27,-117.94
-0.42,-0.03,-0.5,-230.73,-64.87,-105.28
-0.52,-0.05,-0.36,-235.82,-56.35,-112.26
-0.66,-0.22,-0.28,-238.79,-60.21,-113.08
-0.26,0.16,-0.15,-216.26,-88.58,-98.35
-0.57,-0.45,-0.2,-185.22,-75.47,-81.66
-0.69,-0.65,-0.39,-157.94,-79.36,-64.0
-0.45,-0.49,-0.26,-135.98,-75.33,-60.92
-0.49,-0.71,-0.49,-121.07,-75.22,-51.86
-0.36,-0.66,-0.44,-118.43,-69.98,-50.9
-0.24,-0.74,-0.54,-111.94,-55.51,-49.19
-0.19,-0.88,-0.6,-95.48,-46.99,-44.58
-0.19,-0.79,-0.56,-86.53,-35.05,-42.58
-0.19,-0.83,-0.54,-73.22,-28.26,-32.69
-0.23,-0.79,-0.48,-65.33,-20.18,-27.15
-0.3,-0.81,-0.43,-63.36,-17.92,-20.46
-0.32,-0.92,-0.42,-54.0,-17.82,-8.35
-0.31,-1.03,-0.44,-35.94,-17.48,3.19
-0.26,-1.09,-0.46,-16.44,-15.77,11.22
