acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.04,-1.08,0.32,-1.71,-3.95,1.13
0.1,-1.04,0.28,0.85,-2.78,1.08
0.02,-1.0,0.33,1.25,-6.73,-1.79
0.0,-0.97,0.34,-2.9,-11.44,-6.2
-0.05,-0.96,0.38,-5.6,-18.63,-9.8
-0.11,-0.92,0.39,-9.79,-25.97,-8.41
-0.14,-0.94,0.43,-11.18,-34.79,-5.6
-0.16,-0.94,0.43,-12.63,-44.35,-3.33
-0.15,-0.93,0.44,-14.99,-53.24,-3.25
-0.2,-0.93,0.45,-17.68,-63.97,-3.65
-0.23,-0.96,0.47,-17.82,-75.31,-1.1
-0.24,-0.95,0.46,-18.31,-85.48,-0.53
-0.27,-0.93,0.45,-17.74,-95.8,0.69
-0.29,-0.86,0.43,-20.69,-107.59,0.95
-0.36,-0.75,0.43,-30.26,-119.97,0.93
-0.47,-0.67,0.45,-45.34,-135.24,0.96
-0.6,-0.68,0.55,-59.3,-156.55,-2.29
-0.74,-0.73,0.6,-69.73,-184.7,-3.91
-0.75,-0.88,0.58,-61.59,-207.54,8.23
-0.71,-0.98,0.48,-41.91,-226.08,24.84
-0.55,-0.93,0.29,-26.58,-236.84,38.85
-0.45,-0.8,0.13,-25.71,-245.01,41.05
-0.3,-0.7,-0.06,-36.63,-247.71,35.92
-0.3,-0.66,-0.12,-56.46,-251.36,25.16
-0.3,-0.68,-0.17,-71.8,-258.43,13.45
-0.31,-0.8,-0.2,-74.67,-264.76,14.09
-0.21,-0.96,-0.32,-58.35,-261.16,28.34
-0.18,-0.98,-0.4,-42.08,-257.92,44.82
0.01,-1.06,-0.52,-26.44,-247.54,60.5
0.14,-1.02,-0.63,-17.95,-236.84,64.85
0.25,-1.04,-0.67,-17.13,-225.8,62.85
0.37,-1.06,-0.68,-17.37,-209.18,54.92
0.47,-1.03,-0.71,-20.34,-193.82,43.71
0.45,-1.04,-0.69,-22.02,-182.09,33.79
0.49,-1.08,-0.73,-15.16,-168.66,35.24
0.56,-1.13,-0.77,-2.6,-147.73,43.15
0.67,-1.15,-0.7,9.97,-119.88,49.11
0.78,-1.17,-0.87,16.03,-102.67,48.23
0.77,-1.14,-0.84,10.32,-79.88,35.27
0.8,-1.19,-0.78,6.37,-59.1,22.89
0.78,-1.28,-0.73,10.9,-38.81,16.63
0.74,-1.27,-0.69,20.37,-17.89,13.3
0.7,-1.24,-0.7,28.12,0.75,9.4
0.66,-1.18,-0.69,32.7,17.88,4.64
0.61,-1.15,-0.69,33.8,32.89,0.46
0.59,-1.13,-0.71,34.34,48.21,-3.22
0.61,-1.11,-0.73,33.01,63.07,-8.87
0.62,-1.14,-0.74,30.61,78.98,-16.03
0.6,-1.16,-0.74,27.91,94.24,-24.17
0.56,-1.18,-0.74,27.5,107.91,-30.4
0.55,-1.2,-0.74,29.3,121.01,-33.3
0.54,-1.23,-0.78,35.4,134.17,-31.98
0.58,-1.2,-0.83,39.59,151.44,-33.88
0.54,-1.15,-0.82,37.11,167.25,-40.5
0.46,-1.13,-0.77,32.26,181.01,-48.87
0.37,-1.12,-0.72,30.31,193.66,-53.89
0.31,-1.1,-0.66,31.95,205.88,-56.11
0.24,-1.1,-0.61,36.41,217.5,-57.36
0.1,-1.0,-0.53,38.61,226.43,-59.98
0.01,-0.9,-0.48,34.12,232.46,-60.52
-0.07,-0.83,-0.41,26.92,236.76,-63.5
-0.17,-0.81,-0.3,19.02,235.15,-64.47
-0.21,-0.77,-0.23,12.34,233.47,-64.05
-0.24,-0.76,-0.15,7.59,231.15,-59.83
-0.25,-0.74,-0.11,4.27,229.02,-58.15
-0.35,-0.67,-0.05,-7.83,221.19,-59.19
-0.41,-0.73,0.03,-16.29,208.49,-58.44
-0.53,-0.89,0.22,-23.36,186.98,-51.65
-0.42,-0.87,0.27,-26.08,188.38,-51.28
-0.4,-1.09,0.39,-15.04,194.78,-29.95
-0.55,-1.12,0.59,12.26,172.12,-21.47
-0.62,-0.95,0.61,18.52,149.86,-22.12
-0.55,-0.8,0.56,5.33,126.4,-25.31
-0.6,-0.95,0.69,8.49,99.37,-18.4
-0.51,-0.87,0.66,0.72,80.52,-21.88
-0.41,-0.81,0.64,-7.83,67.4,-19.83
-0.29,-0.87,0.58,-10.79,66.58,-8.29
-0.34,-0.89,0.62,-7.63,52.79,-5.63
-0.34,-0.92,0.62,-6.35,36.79,-3.79
-0.26,-0.96,0.56,-2.61,23.62,1.18
-0.13,-1.0,0.48,3.94,20.24,8.81
-0.11,-1.03,0.46,11.08,13.56,11.3
-0.01,-1.04,0.39,12.98,9.98,10.24
0.04,-1.0,0.34,8.55,8.08,1.36
0.02,-1.0,0.34,3.16,2.76,-8.9
0.04,-1.01,0.3,1.08,0.5,-13.07
0.06,-1.04,0.29,6.64,1.33,-8.61
0.04,-0.99,0.25,12.52,1.44,-0.38
0.09,-0.94,0.19,14.93,1.13,5.16
0.13,-0.88,0.18,12.56,0.46,8.21
0.16,-0.89,0.17,12.0,-0.21,8.18
0.17,-0.86,0.14,4.53,-0.26,2.35
0.19,-0.91,0.14,-0.02,-3.3,-3.91
0.24,-0.94,0.12,-4.24,-1.5,-9.77
0.22,-0.99,0.13,-2.99,1.98,-11.45
0.18,-0.96,0.15,-0.92,3.04,-11.27
0.14,-0.94,0.16,-0.27,1.77,-8.03
0.16,-0.91,0.14,0.34,3.1,-1.86
0.15,-0.89,0.15,-0.78,3.95,2.63
0.15,-0.92,0.16,-0.43,3.79,4.87
