acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.02,-0.83,-0.17,-34.78,-22.73,-11.97
0.01,-0.78,-0.2,-44.84,-25.79,-16.96
0.04,-0.73,-0.23,-59.36,-29.34,-25.22
0.01,-0.75,-0.25,-70.14,-32.21,-30.87
-0.0,-0.83,-0.26,-81.6,-36.93,-33.6
-0.04,-0.94,-0.22,-79.33,-40.24,-27.88
-0.07,-1.07,-0.18,-78.46,-47.4,-18.6
-0.04,-1.1,-0.17,-68.49,-48.89,-6.15
0.01,-1.14,-0.24,-58.56,-53.42,3.5
0.11,-1.22,-0.27,-43.86,-48.98,9.54
0.15,-1.27,-0.3,-28.09,-43.89,13.33
0.2,-1.32,-0.32,-10.02,-37.31,17.95
0.17,-1.4,-0.32,12.09,-33.13,22.27
0.2,-1.53,-0.3,43.71,-27.97,34.9
0.23,-1.6,-0.31,82.32,-18.21,49.66
0.24,-1.61,-0.32,120.14,-11.04,57.86
0.14,-1.6,-0.33,156.49,-11.36,63.77
-0.05,-1.15,-0.05,186.6,-9.89,65.31
0.14,-1.66,-0.36,225.4,-3.18,71.18
0.17,-1.61,-0.4,256.92,8.03,69.45
0.14,-1.55,-0.42,285.08,19.02,67.08
0.09,-1.48,-0.38,315.6,29.82,73.22
0.03,-1.45,-0.36,349.08,33.62,67.94
0.01,-1.42,-0.34,382.46,37.94,70.12
0.03,-1.37,-0.34,419.13,48.6,76.46
-0.03,-1.22,-0.3,451.44,53.36,82.11
-0.19,-0.97,-0.28,469.86,44.05,80.89
-0.27,-0.73,-0.26,481.18,28.38,89.48
-0.14,-0.68,-0.3,499.83,24.66,122.72
-0.01,-0.63,-0.37,500.26,25.69,151.24
0.13,-0.51,-0.46,500.26,31.36,163.95
0.26,-0.43,-0.5,500.26,47.27,166.12
0.25,-0.39,-0.42,496.87,61.15,147.89
0.21,-0.22,-0.35,471.86,68.63,124.61
0.1,-0.13,-0.28,447.25,72.82,106.08
0.01,-0.13,-0.18,435.94,75.15,100.63
-0.05,-0.1,-0.12,437.37,79.42,115.77
-0.03,-0.15,-0.11,447.92,87.65,135.1
-0.07,-0.23,-0.15,465.3,94.87,153.45
-0.11,0.04,-0.21,469.88,91.51,144.29
-0.04,0.64,-0.34,426.82,89.07,93.33
-0.13,1.21,-0.31,341.86,84.61,26.67
-0.32,1.45,-0.14,251.71,79.37,-22.03
-0.48,1.35,0.07,186.87,79.74,-31.15
-0.63,1.15,0.25,152.09,81.28,-12.5
-0.66,0.91,0.32,136.43,80.67,13.51
-0.62,0.6,0.36,134.84,81.16,39.71
-0.6,0.37,0.42,140.92,79.5,43.94
-0.49,0.27,0.39,147.47,80.4,35.59
-0.42,0.28,0.33,152.49,87.54,25.44
-0.4,0.42,0.31,148.73,95.42,19.86
-0.45,0.56,0.32,135.4,99.36,7.59
-0.46,0.64,0.36,117.34,100.78,-0.34
-0.52,0.61,0.38,103.05,100.66,-5.45
-0.58,0.54,0.49,95.66,97.37,-1.39
-0.46,0.51,0.53,95.21,102.24,5.25
-0.54,0.48,0.6,95.71,103.71,3.65
-0.63,0.38,0.69,98.35,101.24,-4.85
-0.57,0.42,0.68,98.17,100.21,-22.66
-0.65,0.75,0.69,75.59,96.93,-51.34
-0.74,1.0,0.76,34.44,88.15,-75.21
-0.74,0.96,0.9,0.02,82.87,-89.51
-0.8,0.8,1.02,-14.37,83.48,-87.16
-0.95,0.72,1.12,-16.99,80.2,-78.53
-0.97,0.71,1.19,-17.69,76.43,-70.96
-1.12,0.78,1.27,-24.63,63.88,-69.79
-1.18,0.84,1.35,-41.91,47.48,-78.17
-1.22,0.89,1.41,-60.52,32.21,-87.37
-1.34,0.96,1.49,-85.27,14.29,-96.87
-1.36,0.98,1.5,-109.74,-4.03,-103.71
-1.27,0.93,1.44,-132.63,-16.5,-106.21
-1.25,0.8,1.43,-147.54,-24.21,-104.82
-1.23,0.68,1.4,-155.57,-30.26,-103.05
-1.2,0.57,1.32,-160.55,-36.98,-101.42
-1.21,0.55,1.26,-168.9,-48.09,-110.7
-1.18,0.69,1.16,-193.86,-65.91,-131.74
-1.16,0.74,1.03,-228.46,-82.18,-142.93
-1.12,0.56,0.95,-254.78,-93.97,-145.85
-1.17,0.34,0.93,-266.15,-109.77,-145.89
-1.33,0.22,0.93,-269.15,-134.73,-141.31
-1.23,0.15,0.86,-269.88,-161.11,-144.14
-0.93,0.21,0.69,-280.18,-172.95,-154.37
-0.74,0.26,0.54,-298.85,-175.48,-165.54
-0.73,0.24,0.43,-322.92,-176.56,-172.93
-0.79,0.2,0.43,-340.4,-184.53,-170.05
-0.65,0.16,0.34,-352.31,-190.49,-164.58
-0.7,-0.04,0.27,-362.89,-193.63,-159.62
-0.58,0.07,0.21,-371.89,-197.19,-152.95
-0.44,0.14,0.11,-386.87,-198.55,-155.62
-0.26,0.11,0.02,-412.99,-201.63,-185.1
-0.09,-0.08,-0.06,-428.53,-196.02,-194.12
0.05,-0.3,-0.15,-431.83,-177.98,-186.98
-0.05,-0.47,-0.1,-424.87,-163.77,-179.71
-0.12,-0.61,-0.03,-411.63,-159.19,-170.29
0.09,-0.8,-0.02,-388.72,-144.26,-159.5
0.04,-0.84,0.0,-365.65,-134.37,-160.09
0.03,-0.93,-0.03,-344.9,-130.41,-157.6
0.22,-1.17,-0.05,-310.56,-106.93,-136.98
0.13,-1.27,-0.03,-266.46,-81.89,-112.72
-0.08,-1.1,0.04,-238.37,-77.3,-103.02
