acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.01,-0.97,-0.0,-13.89,-9.31,1.65
-0.02,-0.98,-0.01,-14.75,-10.09,1.57
-0.0,-1.01,-0.02,-14.76,-10.41,0.76
0.0,-1.05,-0.02,-12.79,-10.84,-0.2
0.01,-1.07,-0.02,-9.77,-10.85,-0.6
0.02,-1.07,-0.02,-7.22,-10.32,-0.38
0.05,-1.03,-0.04,-6.78,-9.21,-0.82
0.06,-1.04,-0.04,-6.72,-8.55,-2.12
0.11,-1.09,-0.04,-4.2,-6.47,-1.8
0.15,-1.11,-0.05,-1.31,-2.21,0.08
0.17,-1.13,-0.04,2.6,2.44,2.05
0.18,-1.1,-0.04,5.92,6.24,2.32
0.19,-1.07,-0.05,6.75,9.98,0.11
0.18,-1.08,-0.05,7.34,12.61,-3.01
0.18,-1.11,-0.03,10.23,14.24,-4.99
0.18,-1.12,-0.04,14.24,17.05,-4.21
0.19,-1.11,-0.04,17.6,19.25,-3.27
0.22,-1.1,-0.05,19.74,23.65,-2.78
0.21,-1.09,-0.06,20.95,27.36,-4.03
0.19,-1.06,-0.06,21.74,30.23,-5.82
0.19,-1.05,-0.05,21.82,32.87,-7.77
0.2,-1.03,-0.05,21.68,37.76,-7.68
0.19,-1.03,-0.05,21.91,41.79,-6.72
0.16,-1.0,-0.04,22.0,43.59,-7.76
0.16,-1.0,-0.04,21.15,44.17,-8.31
0.17,-1.01,-0.02,21.28,44.72,-9.27
0.2,-1.05,-0.02,23.15,46.95,-9.47
0.22,-1.08,-0.03,26.29,50.82,-9.44
0.23,-1.06,-0.04,29.53,55.08,-10.2
0.22,-1.02,-0.04,30.47,60.98,-10.5
0.2,-0.98,-0.05,28.78,65.37,-12.18
0.19,-0.95,-0.04,25.48,69.44,-14.37
0.16,-0.95,-0.04,21.98,70.92,-16.49
0.13,-0.97,-0.02,20.09,70.95,-18.03
0.15,-1.01,-0.02,20.61,71.25,-15.33
0.18,-1.05,-0.02,23.73,74.84,-10.14
0.2,-1.07,-0.02,27.88,79.37,-5.45
0.2,-1.05,-0.03,30.82,85.24,-3.6
0.17,-1.02,-0.04,31.77,90.66,-5.83
0.11,-0.98,-0.03,30.18,92.96,-13.16
0.09,-0.94,-0.03,25.37,95.1,-21.97
0.07,-0.94,-0.03,20.95,97.13,-30.06
0.03,-0.95,-0.02,16.75,96.34,-34.46
0.03,-0.98,-0.03,14.46,97.45,-33.56
0.0,-1.04,-0.01,15.66,98.05,-30.66
0.0,-1.06,-0.0,19.62,99.19,-25.86
0.01,-1.06,-0.0,24.55,101.63,-19.88
0.0,-1.01,-0.01,27.42,103.89,-15.25
-0.03,-0.97,-0.0,27.08,105.45,-14.46
-0.04,-0.96,-0.0,26.89,106.17,-15.59
-0.02,-0.95,-0.0,26.46,110.24,-17.31
-0.09,-0.93,0.01,24.5,111.3,-24.34
-0.12,-0.94,0.04,23.37,108.4,-31.66
-0.13,-0.96,0.06,24.44,106.35,-32.82
-0.15,-0.94,0.06,26.64,102.89,-28.12
-0.09,-0.91,0.05,26.93,102.43,-20.72
-0.08,-0.89,0.06,26.23,104.31,-15.74
-0.08,-0.88,0.06,24.99,104.95,-14.92
-0.09,-0.85,0.06,21.74,108.56,-14.41
-0.15,-0.86,0.09,19.8,110.11,-14.81
-0.2,-0.84,0.1,18.41,108.34,-13.13
-0.2,-0.83,0.11,15.95,105.05,-11.47
-0.16,-0.84,0.1,14.27,104.95,-8.84
-0.18,-0.87,0.11,12.49,104.11,-11.42
-0.21,-0.89,0.1,10.82,102.11,-18.99
-0.26,-0.87,0.09,7.1,99.85,-28.34
-0.3,-0.87,0.09,2.66,95.34,-35.3
-0.3,-0.87,0.08,-2.38,92.35,-39.45
-0.32,-0.87,0.1,-6.98,90.21,-39.94
-0.39,-0.92,0.11,-8.5,84.79,-37.85
-0.45,-0.98,0.14,-4.9,76.5,-32.98
-0.44,-0.98,0.14,0.27,69.3,-25.68
-0.44,-0.95,0.13,3.02,63.97,-19.04
-0.45,-0.93,0.12,2.98,58.98,-15.86
-0.5,-0.91,0.13,1.04,52.02,-16.32
-0.56,-0.87,0.14,-2.85,43.01,-18.26
-0.59,-0.84,0.14,-7.59,32.85,-17.39
-0.62,-0.86,0.16,-10.44,20.98,-14.93
-0.61,-0.85,0.17,-12.37,9.57,-10.02
-0.6,-0.86,0.16,-13.39,-1.16,-3.3
-0.56,-0.87,0.16,-13.97,-10.81,2.9
-0.55,-0.9,0.16,-13.42,-20.32,7.15
-0.52,-0.92,0.15,-12.32,-29.36,10.87
-0.48,-0.9,0.14,-11.5,-35.45,15.53
-0.49,-0.89,0.13,-12.5,-43.71,17.28
-0.44,-0.92,0.12,-13.48,-50.6,17.98
-0.39,-0.93,0.11,-13.83,-55.37,21.97
-0.35,-0.92,0.09,-14.67,-57.91,27.1
-0.35,-0.92,0.11,-16.08,-61.15,30.84
-0.31,-0.93,0.11,-16.63,-64.47,33.28
-0.28,-0.94,0.1,-16.95,-65.91,34.11
-0.28,-0.93,0.1,-16.27,-67.47,34.06
-0.3,-0.89,0.09,-17.83,-69.5,31.31
-0.34,-0.86,0.08,-21.62,-74.08,27.21
-0.36,-0.85,0.07,-26.76,-81.57,24.64
-0.33,-0.89,0.05,-31.76,-88.11,25.68
-0.27,-0.97,0.05,-32.38,-91.45,31.37
-0.2,-1.02,0.05,-28.08,-91.88,41.71
-0.14,-1.02,0.03,-23.47,-86.61,51.13
-0.21,-1.01,0.04,-19.77,-84.32,50.87
