acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,-0.94,0.08,3.78,-4.53,-5.76
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
0.19,-0.92,0.09,16.37,1.72,12.32
