acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.19,-0.97,0.1,-0.84,3.3,-2.99
-0.2,-0.97,0.12,-1.1,3.25,-4.17
-0.2,-0.98,0.14,-0.64,3.11,-4.98
-0.19,-0.97,0.13,0.15,2.99,-5.59
-0.18,-0.93,0.14,-1.24,3.66,-6.67
-0.17,-0.88,0.16,-2.15,3.71,-6.93
-0.18,-0.8,0.18,-1.11,3.07,-4.41
-0.19,-0.69,0.19,-0.49,0.56,1.88
-0.16,-0.56,0.17,-1.01,-0.85,12.6
-0.09,-0.39,0.14,-5.27,-0.92,25.18
-0.04,-0.21,0.1,-12.29,1.88,39.85
-0.0,-0.01,0.1,-22.87,4.64,57.13
-0.01,0.28,0.06,-37.34,6.23,82.67
0.01,0.68,0.01,-56.44,10.93,116.9
0.06,1.12,-0.09,-86.32,18.27,161.19
0.15,1.49,-0.21,-123.59,38.92,209.89
0.06,2.01,-0.32,-169.73,55.76,275.65
-0.03,2.32,-0.56,-217.91,87.91,345.07
-0.29,2.54,-0.8,-268.55,129.07,417.53
-0.82,2.53,-0.96,-320.11,152.96,468.0
-1.35,2.29,-1.14,-368.61,164.93,498.52
-2.16,2.14,-1.21,-416.17,153.98,500.26
-2.55,1.91,-1.34,-461.76,149.18,500.26
-3.23,1.44,-1.32,-472.99,96.75,500.26
-3.47,1.22,-1.42,-468.2,65.6,500.26
-3.64,1.48,-1.62,-468.21,32.76,500.26
-3.6,1.36,-1.85,-462.95,11.57,500.26
-3.4,1.24,-2.13,-453.16,3.92,500.26
-3.17,1.28,-2.36,-445.56,17.48,500.26
-2.87,1.09,-2.68,-444.73,35.1,500.26
-2.81,1.09,-2.84,-453.69,68.58,471.31
-2.87,0.77,-2.8,-454.69,92.85,430.23
-3.04,0.31,-2.63,-433.97,96.89,393.51
-3.22,-0.07,-2.37,-404.03,73.54,365.79
-3.22,-0.67,-2.07,-353.79,42.17,334.72
-3.04,-1.2,-1.79,-284.73,-0.14,300.63
-2.64,-1.59,-1.64,-208.43,-28.24,263.85
-2.27,-1.7,-1.55,-143.63,-41.18,218.11
-1.84,-1.81,-1.56,-89.89,-51.89,149.77
-1.64,-1.96,-1.47,-39.36,-61.36,67.88
-1.58,-2.05,-1.45,12.75,-73.11,-16.53
-1.61,-1.98,-1.45,59.62,-77.69,-91.21
-1.73,-1.81,-1.45,97.39,-84.75,-129.42
-1.77,-1.53,-1.42,135.42,-92.87,-138.92
-1.64,-1.25,-1.38,172.79,-88.38,-141.66
-1.69,-1.02,-1.22,206.31,-86.87,-162.73
-1.69,-0.8,-1.07,232.61,-91.8,-183.57
-1.68,-0.58,-1.07,258.7,-93.02,-199.33
-1.73,-0.34,-1.14,281.33,-97.51,-234.99
-1.69,0.15,-1.35,279.88,-103.54,-245.4
-1.77,0.34,-1.53,271.85,-107.66,-264.08
-1.8,0.27,-1.49,258.6,-101.37,-265.83
-1.82,-0.21,-1.28,256.85,-95.22,-290.03
-2.03,-0.64,-1.21,270.63,-93.79,-315.47
-2.38,-0.8,-1.13,292.58,-99.6,-353.66
-2.74,-0.54,-1.08,302.14,-117.16,-389.69
-3.03,0.11,-1.08,291.04,-137.56,-412.26
-2.95,0.28,-1.04,275.89,-143.91,-406.03
-2.77,0.22,-1.09,278.06,-131.01,-379.44
-2.7,0.2,-1.02,281.3,-119.25,-368.11
-2.61,0.13,-1.03,279.15,-120.73,-384.58
-2.67,0.1,-0.94,267.34,-128.53,-422.49
-2.68,0.03,-0.76,245.18,-140.82,-474.31
-2.89,0.09,-0.67,230.66,-161.3,-500.27
-2.97,0.14,-0.48,226.87,-179.97,-500.27
-2.69,0.28,-0.59,235.91,-185.71,-486.32
-2.25,0.5,-0.73,251.65,-174.81,-426.03
-1.84,0.77,-0.79,249.04,-162.4,-379.18
-1.42,1.21,-0.85,203.28,-149.37,-358.0
-1.07,1.2,-0.69,135.5,-136.15,-369.68
-0.75,1.09,-0.6,69.31,-118.5,-383.01
-0.57,0.93,-0.44,25.22,-98.34,-378.56
-0.5,0.66,-0.24,7.19,-86.84,-361.34
-0.47,0.34,-0.18,11.28,-81.42,-335.77
-0.42,0.2,-0.16,29.94,-76.7,-305.15
-0.47,0.54,-0.17,38.47,-78.52,-258.41
-0.24,0.69,-0.22,35.91,-76.31,-194.0
0.05,0.96,-0.27,19.57,-65.88,-151.4
0.31,1.02,-0.35,-23.51,-47.28,-126.84
0.4,0.79,-0.35,-69.21,-22.26,-113.97
0.27,0.39,-0.24,-98.63,-5.18,-104.12
0.08,-0.04,-0.07,-108.89,0.79,-94.06
-0.01,-0.46,0.04,-98.87,2.52,-81.86
-0.05,-0.83,0.07,-69.86,3.86,-64.61
-0.02,-1.0,0.06,-33.39,9.25,-47.59
-0.1,-0.94,0.06,-5.04,9.27,-33.11
-0.15,-0.77,0.09,6.5,4.72,-17.13
-0.07,-0.75,0.07,8.66,4.58,-2.84
-0.06,-0.87,0.24,9.8,16.7,1.71
0.04,-0.75,0.04,-0.32,19.04,16.06
-0.0,-0.84,0.11,-7.16,24.66,18.17
-0.03,-0.94,0.15,-11.04,25.57,13.95
-0.05,-0.93,0.17,-20.55,26.15,6.03
-0.07,-1.01,0.16,-29.31,25.31,-4.18
-0.07,-1.12,0.16,-30.27,24.67,-9.63
-0.09,-1.21,0.18,-22.98,24.4,-9.07
-0.08,-1.26,0.18,-11.22,23.47,-6.09
-0.06,-1.19,0.17,-2.56,23.68,-0.72
-0.04,-1.14,0.17,6.5,24.05,5.51
-0.03,-1.08,0.17,13.83,24.43,11.11
