acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.04,-1.01,-0.08,-1.5,1.54,0.03
-0.04,-1.01,-0.08,-1.19,1.44,-0.11
-0.04,-1.01,-0.09,-1.5,1.36,0.11
-0.03,-1.01,-0.09,-1.6,1.51,-0.41
-0.03,-1.01,-0.08,-1.8,1.86,-0.66
-0.04,-1.01,-0.08,-1.22,2.26,-0.66
-0.03,-1.01,-0.08,-1.56,2.11,-0.61
-0.03,-1.0,-0.08,-1.94,2.34,-0.35
-0.03,-1.0,-0.07,-1.86,2.49,0.27
-0.03,-1.01,-0.07,-1.11,2.5,0.4
-0.03,-1.01,-0.06,-1.11,2.66,0.38
-0.03,-1.01,-0.08,-1.3,2.35,0.18
-0.03,-1.0,-0.07,-1.82,2.56,0.12
-0.04,-1.01,-0.06,-2.27,2.17,-0.12
-0.03,-1.01,-0.06,-1.91,1.97,0.02
-0.03,-1.01,-0.06,-2.05,1.89,0.18
-0.04,-1.01,-0.06,-2.03,1.47,0.24
-0.04,-1.01,-0.07,-2.4,1.6,0.34
-0.05,-1.01,-0.05,-2.44,1.11,0.24
-0.04,-1.02,-0.05,-1.74,1.08,0.5
-0.04,-1.01,-0.06,-2.24,0.93,-0.03
-0.04,-1.02,-0.08,-2.34,0.78,-0.05
-0.03,-1.01,-0.06,-1.97,0.76,0.4
-0.04,-1.0,-0.07,-1.34,1.15,0.78
-0.03,-1.01,-0.09,-1.63,0.63,0.5
-0.03,-1.0,-0.08,-2.55,0.82,0.37
-0.03,-1.01,-0.08,-2.14,1.1,0.12
-0.03,-1.02,-0.09,-2.5,1.25,0.15
-0.04,-1.01,-0.08,-2.58,1.31,-0.05
-0.04,-1.02,-0.08,-2.52,1.59,0.29
-0.04,-1.02,-0.09,-1.63,1.77,0.64
-0.03,-1.02,-0.07,-1.59,1.66,0.37
-0.04,-1.01,-0.07,-1.65,1.82,0.23
-0.04,-1.0,-0.08,-1.85,1.73,-0.11
-0.04,-1.0,-0.08,-2.98,1.6,-0.69
-0.03,-1.01,-0.07,-3.28,1.51,-0.52
-0.03,-1.01,-0.08,-2.41,1.98,0.37
-0.03,-1.01,-0.06,-1.74,2.31,1.13
-0.04,-1.0,-0.07,-1.97,1.85,0.89
-0.04,-1.01,-0.05,-2.61,1.74,0.63
-0.04,-1.01,-0.08,-2.6,1.21,0.92
-0.04,-1.01,-0.06,-2.29,1.71,1.05
-0.05,-1.02,-0.07,-2.61,1.57,0.81
-0.05,-1.02,-0.06,-2.32,1.16,0.49
-0.05,-1.02,-0.07,-2.03,0.47,-0.24
-0.05,-1.02,-0.07,-2.79,0.7,-0.98
-0.04,-1.02,-0.07,-2.43,0.58,-0.72
-0.03,-1.01,-0.07,-1.16,1.1,0.29
-0.04,-1.01,-0.07,-0.96,1.36,0.35
-0.03,-1.0,-0.08,-1.44,1.1,-0.08
-0.03,-1.0,-0.09,-2.37,1.5,-0.73
-0.04,-1.0,-0.08,-2.64,1.31,-0.43
-0.03,-1.01,-0.08,-2.15,1.65,-0.64
-0.03,-1.02,-0.08,-2.05,1.8,-0.34
-0.03,-1.02,-0.07,-1.59,1.66,-0.12
-0.04,-1.01,-0.07,-1.69,1.98,-0.09
-0.03,-1.01,-0.08,-2.03,1.83,0.32
-0.03,-1.0,-0.09,-2.31,1.97,0.53
