acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.1,-0.95,0.09,-0.41,1.25,2.17
0.1,-0.95,0.11,-1.24,0.72,2.03
0.11,-0.97,0.11,-0.99,1.13,1.6
0.12,-0.96,0.1,-1.33,1.07,0.34
0.11,-0.95,0.09,-2.75,0.55,-0.82
0.1,-0.94,0.09,-3.33,0.6,-0.47
0.1,-0.94,0.09,-2.85,0.99,1.62
0.1,-0.97,0.11,-1.36,1.15,3.3
0.12,-0.98,0.1,-0.38,1.53,3.47
0.12,-0.98,0.1,-0.38,1.88,2.53
0.11,-0.97,0.1,-1.16,2.02,0.96
0.1,-0.96,0.1,-2.82,1.54,0.23
0.11,-0.99,0.1,-3.07,0.7,-0.15
0.09,-0.99,0.09,-1.83,1.13,0.67
0.1,-0.98,0.1,-1.07,1.24,0.93
0.1,-1.0,0.1,-0.9,1.05,0.9
0.11,-0.99,0.09,-1.3,1.44,0.15
0.1,-0.98,0.09,-2.17,0.89,-1.22
0.09,-0.98,0.09,-2.37,0.66,-1.24
0.09,-0.98,0.11,-1.15,0.58,-0.21
0.1,-0.97,0.1,0.34,0.38,0.44
0.11,-0.96,0.08,0.27,0.5,0.49
0.12,-0.95,0.08,-0.84,0.61,-0.26
0.11,-0.95,0.09,-1.57,0.9,-0.31
0.11,-0.96,0.09,-1.39,0.66,0.05
0.11,-0.96,0.08,-1.53,1.07,1.04
0.12,-0.94,0.06,-2.82,0.98,0.14
0.12,-0.95,0.07,-4.58,0.99,-1.13
0.11,-0.97,0.09,-4.72,0.96,-1.86
0.1,-0.97,0.1,-2.85,1.39,-0.96
0.1,-0.97,0.1,-0.89,1.34,-0.18
0.11,-0.95,0.09,-1.6,1.65,0.64
0.1,-0.95,0.09,-3.71,1.98,0.15
0.12,-0.97,0.1,-5.53,1.97,-0.84
0.09,-0.98,0.1,-6.14,1.95,-0.99
0.09,-0.99,0.11,-4.78,1.73,-0.32
0.09,-1.0,0.13,-1.92,1.22,1.22
0.09,-1.0,0.1,0.4,0.78,1.98
0.1,-1.0,0.11,0.96,-0.03,0.84
0.12,-0.99,0.1,0.64,0.64,0.06
0.12,-0.99,0.09,0.66,1.1,-0.64
0.11,-0.97,0.09,0.6,0.96,-1.04
0.12,-0.95,0.08,-0.27,0.53,-0.84
0.13,-0.95,0.07,-1.1,0.66,-0.78
0.12,-0.94,0.08,-2.08,1.11,-0.32
0.11,-0.94,0.08,-2.63,1.33,1.28
0.11,-0.97,0.09,-2.23,1.36,1.91
0.12,-0.97,0.1,-1.89,1.63,2.05
0.11,-1.0,0.09,-1.33,1.48,0.66
0.11,-1.0,0.1,-0.82,1.83,-0.64
0.11,-0.99,0.09,-0.5,2.17,-0.67
0.11,-0.97,0.09,-0.87,2.4,-0.63
0.09,-0.95,0.09,-1.16,2.72,0.2
0.08,-0.95,0.11,-1.07,1.95,1.63
0.1,-0.96,0.12,-0.61,1.69,3.1
0.11,-0.96,0.1,-0.5,1.24,2.35
0.11,-0.95,0.09,-2.43,1.47,2.08
0.11,-0.95,0.09,-3.91,1.24,1.08
0.12,-0.95,0.08,-4.49,1.04,0.15
0.1,-0.95,0.09,-4.35,1.21,1.1
0.12,-0.95,0.08,-4.32,1.42,1.94
0.11,-0.96,0.09,-4.46,1.34,2.43
0.12,-1.0,0.09,-3.16,2.14,1.98
0.1,-1.0,0.1,-2.46,0.84,-0.17
0.11,-1.0,0.08,-2.18,1.73,-0.08
0.11,-0.99,0.08,-2.03,2.03,-0.53
0.11,-0.98,0.09,-1.25,3.15,0.24
0.08,-0.97,0.11,-1.65,1.94,-0.17
0.1,-0.98,0.11,-1.68,1.44,0.78
0.1,-1.0,0.11,0.56,1.85,0.96
0.1,-0.97,0.09,1.39,1.34,0.78
0.11,-0.96,0.09,1.02,1.42,0.56
0.1,-0.97,0.09,0.66,1.48,0.82
0.11,-0.96,0.1,-0.09,1.69,0.32
0.1,-0.96,0.09,-0.4,1.8,0.75
0.1,-0.95,0.1,-1.05,1.66,1.08
0.12,-0.96,0.08,-2.9,0.95,-0.4
0.1,-0.96,0.1,-3.86,0.9,-0.75
0.11,-0.98,0.1,-2.75,0.5,-0.37
0.1,-0.97,0.1,-1.33,0.75,0.85
0.1,-0.96,0.1,-0.7,0.38,2.0
0.1,-0.98,0.09,0.05,0.64,3.31
0.13,-0.98,0.08,0.84,1.59,3.24
0.11,-0.96,0.08,-1.18,1.8,1.36
0.12,-0.98,0.08,-2.66,1.59,-0.85
0.1,-0.97,0.1,-2.49,1.45,-1.77
0.1,-0.97,0.1,-1.63,1.22,-1.47
0.1,-0.96,0.1,-1.54,1.07,-0.4
0.1,-0.95,0.09,-1.66,1.25,1.19
0.1,-0.96,0.09,-2.14,1.48,1.79
0.1,-0.96,0.1,-3.18,1.07,1.28
0.1,-0.97,0.1,-3.3,1.36,1.44
0.1,-0.98,0.1,-2.64,1.02,0.84
0.11,-0.99,0.1,-1.63,0.66,-0.08
0.11,-0.98,0.11,-1.54,0.7,-0.32
0.11,-0.98,0.1,-1.21,0.6,-0.37
0.11,-0.96,0.09,-1.04,1.08,0.26
0.1,-0.96,0.09,-1.74,0.84,1.27
0.11,-0.96,0.08,-2.34,0.75,1.42
0.11,-0.98,0.09,-2.47,0.73,1.56
