acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.03,-0.96,0.0,-12.06,-12.21,-1.83
-0.0,-1.0,-0.01,-11.79,-11.4,-2.95
0.0,-1.02,-0.01,-10.24,-8.4,-1.77
-0.02,-1.02,-0.01,-8.82,-7.25,-0.08
-0.04,-1.02,0.0,-8.32,-8.43,0.02
-0.05,-1.02,0.0,-7.94,-10.38,-0.02
-0.04,-1.02,-0.01,-8.0,-12.96,-0.96
0.0,-1.03,-0.03,-8.35,-13.21,-0.43
0.01,-1.05,-0.02,-8.27,-12.79,1.24
-0.01,-1.1,-0.0,-5.77,-14.69,1.42
0.08,-1.11,-0.02,-2.47,-13.82,0.26
0.15,-1.11,-0.03,0.55,-7.8,1.18
0.17,-1.13,-0.04,4.05,-2.49,0.44
0.18,-1.13,-0.04,7.27,3.28,-0.93
0.15,-1.12,-0.04,9.07,6.29,-2.99
0.13,-1.08,-0.05,8.95,7.05,-5.8
0.15,-1.08,-0.05,7.86,7.74,-7.28
0.13,-1.12,-0.05,7.66,7.44,-8.38
0.14,-1.17,-0.05,10.05,6.26,-9.37
0.2,-1.2,-0.05,14.84,7.34,-8.6
0.29,-1.2,-0.06,21.05,15.13,-3.42
0.31,-1.19,-0.06,26.76,22.0,0.02
0.31,-1.17,-0.06,32.85,28.29,0.7
0.31,-1.11,-0.05,36.69,31.16,-0.24
0.34,-1.06,-0.07,37.47,34.85,-0.58
0.37,-1.03,-0.1,36.29,39.85,-2.44
0.4,-1.01,-0.1,33.85,46.15,-5.56
0.4,-1.0,-0.1,31.13,54.41,-8.96
0.34,-1.0,-0.08,28.9,59.97,-13.34
0.3,-1.02,-0.07,28.06,65.63,-15.39
0.24,-1.05,-0.05,30.29,68.61,-14.63
0.26,-1.06,-0.05,34.2,70.58,-10.11
0.29,-1.05,-0.07,37.8,75.66,-3.76
0.27,-1.04,-0.08,40.85,79.37,-0.79
0.3,-1.01,-0.09,42.14,82.08,0.21
0.34,-0.98,-0.09,41.47,89.68,0.26
0.35,-0.97,-0.09,40.41,98.08,-2.18
0.34,-0.96,-0.1,38.76,108.09,-9.1
0.28,-0.96,-0.11,37.66,115.74,-19.82
0.22,-0.97,-0.09,37.56,121.02,-27.8
0.2,-0.98,-0.09,38.82,126.24,-31.47
0.16,-0.98,-0.09,41.01,130.7,-28.84
0.11,-0.95,-0.09,42.17,133.27,-24.63
0.09,-0.9,-0.11,40.23,136.14,-20.98
0.06,-0.88,-0.13,35.95,138.9,-17.85
0.01,-0.87,-0.12,32.05,141.56,-17.4
0.02,-0.91,-0.12,29.42,144.4,-17.59
0.03,-0.92,-0.13,27.74,152.44,-19.68
-0.05,-0.94,-0.11,25.24,154.58,-31.07
-0.1,-0.99,-0.1,25.21,155.97,-40.44
-0.13,-1.04,-0.07,28.79,158.14,-43.63
-0.09,-1.03,-0.09,35.27,163.62,-39.53
-0.1,-0.95,-0.11,38.09,173.25,-36.14
-0.21,-0.94,-0.08,39.63,179.02,-36.17
-0.31,-0.86,-0.08,38.73,180.52,-38.4
-0.41,-0.73,-0.08,29.89,180.46,-40.75
-0.53,-0.7,-0.06,18.41,172.11,-47.95
-0.57,-0.69,-0.03,6.63,162.03,-54.08
-0.62,-0.78,0.0,-0.89,151.21,-57.1
-0.62,-0.91,0.05,-0.58,141.48,-52.67
-0.57,-0.98,0.06,5.73,137.34,-38.31
-0.61,-0.99,0.09,12.17,132.82,-21.69
-0.66,-0.93,0.1,15.86,123.57,-13.16
-0.71,-0.86,0.1,13.8,111.07,-14.69
-0.76,-0.8,0.12,7.33,96.0,-21.8
-0.8,-0.78,0.15,-0.6,77.19,-32.32
-0.78,-0.8,0.17,-7.57,58.32,-37.45
-0.73,-0.83,0.18,-10.61,43.4,-34.73
-0.68,-0.9,0.21,-8.85,31.44,-25.25
-0.63,-0.92,0.2,-4.7,22.66,-12.84
-0.58,-0.92,0.2,-1.71,15.31,-5.05
-0.57,-0.92,0.19,0.11,8.96,-3.08
-0.6,-0.91,0.19,0.72,0.5,-3.65
-0.61,-0.86,0.19,-0.4,-8.82,-2.93
-0.59,-0.8,0.18,-4.35,-17.51,0.23
-0.59,-0.76,0.18,-11.16,-27.63,2.92
-0.58,-0.76,0.18,-16.99,-38.58,3.34
-0.51,-0.79,0.16,-21.83,-48.09,4.26
-0.44,-0.83,0.15,-25.33,-55.18,5.02
-0.35,-0.87,0.13,-26.95,-57.66,8.64
-0.29,-0.91,0.13,-26.27,-58.02,10.55
-0.26,-0.93,0.11,-24.87,-57.18,12.06
-0.26,-0.95,0.11,-22.75,-56.92,11.94
-0.3,-0.94,0.1,-22.4,-58.89,11.74
-0.34,-0.93,0.09,-22.7,-62.79,11.19
-0.33,-0.91,0.07,-23.8,-66.76,12.87
-0.37,-0.89,0.07,-26.44,-70.56,14.11
-0.4,-0.87,0.08,-29.15,-76.84,14.92
-0.39,-0.88,0.07,-31.57,-82.47,16.55
-0.37,-0.92,0.07,-30.69,-87.97,19.16
-0.33,-0.92,0.04,-29.8,-90.98,23.21
-0.34,-0.93,0.02,-28.72,-91.42,24.14
-0.35,-0.9,0.03,-30.11,-99.89,24.46
-0.28,-0.88,0.0,-33.44,-107.04,25.91
-0.17,-0.91,-0.0,-35.73,-110.0,29.13
-0.1,-0.97,-0.02,-35.22,-109.34,32.93
-0.03,-0.99,-0.03,-33.91,-105.5,31.8
0.01,-0.97,-0.03,-32.78,-98.67,27.62
-0.07,-0.97,-0.02,-31.79,-92.6,20.49
-0.16,-0.97,-0.03,-30.06,-91.76,12.73
