acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.11,-1.01,-0.2,0.02,7.76,2.21
-0.13,-1.02,-0.17,3.66,6.72,1.27
-0.12,-1.01,-0.14,5.01,4.53,2.14
-0.12,-1.02,-0.14,7.89,5.53,1.76
-0.11,-0.98,-0.11,8.63,4.64,2.89
-0.09,-0.96,-0.09,8.49,4.05,3.08
-0.11,-0.92,-0.04,8.02,4.15,5.33
-0.17,-0.89,0.06,3.68,2.64,6.52
-0.28,-0.9,0.17,-3.07,-3.51,4.75
-0.43,-0.88,0.35,-13.68,-12.78,-0.2
-0.61,-0.91,0.53,-25.91,-29.22,-3.47
-0.81,-0.93,0.75,-37.01,-49.89,-6.35
-0.95,-1.02,0.92,-46.66,-72.78,-6.47
-1.14,-1.09,1.05,-52.73,-98.93,-9.31
-1.23,-1.09,1.18,-57.25,-128.96,-11.36
-1.38,-1.13,1.24,-59.19,-159.25,-13.1
-1.52,-1.17,1.3,-57.69,-191.98,-14.24
-1.71,-1.2,1.37,-55.48,-228.18,-20.15
-1.9,-1.03,1.46,-58.98,-271.42,-29.13
-2.02,-0.99,1.41,-64.93,-317.47,-31.33
-2.03,-0.99,1.22,-66.5,-359.27,-32.47
-2.0,-0.94,0.94,-66.96,-397.56,-38.15
-1.76,-0.86,0.6,-72.32,-413.33,-42.56
-1.65,-0.99,0.23,-67.4,-420.76,-53.16
-1.44,-0.83,-0.1,-64.98,-414.82,-67.88
-1.26,-0.71,-0.52,-60.84,-399.42,-71.82
-1.14,-0.4,-0.85,-56.85,-381.77,-66.67
-1.21,-0.31,-1.16,-47.8,-371.66,-49.01
-1.16,0.01,-1.35,-66.46,-358.64,-25.86
-1.12,-0.07,-1.66,-93.16,-345.37,-16.75
-1.01,-0.15,-1.89,-124.09,-331.77,-21.42
-0.83,-0.33,-2.15,-150.75,-322.27,-33.19
-0.5,-0.7,-2.43,-156.2,-306.61,-48.56
-0.08,-0.93,-2.72,-137.68,-275.91,-62.08
0.19,-1.0,-2.84,-106.34,-235.53,-63.13
0.38,-1.05,-2.94,-64.75,-198.98,-50.72
0.66,-0.99,-3.07,-21.73,-154.76,-29.97
0.87,-0.92,-3.12,10.9,-100.29,-8.7
1.03,-0.83,-3.13,27.56,-40.85,6.23
1.12,-0.76,-3.1,27.76,25.76,12.79
1.07,-0.7,-2.97,21.69,89.19,15.66
0.88,-0.64,-2.75,6.21,148.61,14.47
0.63,-0.76,-2.54,-3.66,195.71,13.83
0.4,-0.85,-2.35,-5.28,234.92,9.82
0.16,-0.94,-2.16,0.35,270.41,10.18
-0.08,-1.02,-2.02,16.41,300.17,11.5
-0.3,-0.98,-1.86,32.09,321.31,11.47
-0.47,-0.96,-1.74,47.57,333.33,16.93
-0.52,-0.91,-1.65,64.43,341.98,23.27
-0.5,-0.92,-1.63,81.86,353.44,29.57
-0.46,-0.91,-1.59,105.28,369.88,36.72
-0.58,-0.81,-1.49,125.92,383.6,37.86
-0.71,-0.63,-1.34,131.77,390.26,32.09
-0.89,-0.5,-1.13,126.79,388.32,26.72
-1.05,-0.46,-0.89,120.05,377.89,24.7
-1.2,-0.49,-0.64,115.71,365.51,26.46
-1.31,-0.54,-0.32,114.27,344.64,30.2
-1.37,-0.5,-0.05,113.36,318.41,38.75
-1.38,-0.49,0.1,112.12,292.72,41.62
-1.4,-0.38,0.36,94.29,261.39,37.85
-0.84,-0.9,0.17,55.79,207.28,12.64
-1.35,-0.51,0.52,10.7,214.31,16.49
-1.26,-0.54,0.76,5.66,204.84,20.84
-1.33,-0.8,0.9,11.21,198.09,33.42
-1.37,-0.88,1.11,37.08,171.44,49.07
-1.31,-0.8,1.16,42.4,143.31,53.85
-1.15,-0.84,1.13,38.02,113.76,43.34
-1.0,-0.82,1.05,27.39,90.9,32.47
-0.88,-0.86,0.95,20.26,68.06,27.01
-0.76,-0.87,0.83,14.66,50.61,24.87
-0.67,-0.88,0.68,4.69,36.53,20.85
-0.54,-0.98,0.53,-1.66,29.56,16.41
-0.48,-0.95,0.44,-12.67,23.6,10.09
-0.43,-1.02,0.32,-19.22,17.3,7.33
-0.38,-1.06,0.24,-22.08,11.45,8.9
-0.34,-1.12,0.17,-20.37,7.5,9.47
-0.32,-1.16,0.13,-16.72,2.55,8.69
-0.3,-1.16,0.1,-13.28,-1.42,8.92
-0.29,-1.18,0.06,-8.85,-6.56,8.09
-0.23,-1.19,-0.01,-6.14,-9.56,5.82
-0.17,-1.17,-0.07,-5.71,-9.25,2.52
-0.15,-1.14,-0.11,-7.27,-9.34,-1.11
-0.15,-1.11,-0.09,-10.06,-9.57,-5.01
-0.15,-1.12,-0.1,-11.11,-10.69,-6.53
-0.14,-1.13,-0.1,-8.81,-10.87,-4.73
