acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.36,-0.9,-0.16,0.14,5.85,-4.24
-0.36,-0.9,-0.16,-0.24,5.47,-4.31
-0.37,-0.9,-0.16,-0.7,5.51,-4.43
-0.38,-0.9,-0.13,-0.17,4.55,-4.21
-0.37,-0.9,-0.14,1.47,3.53,-2.89
-0.39,-0.89,-0.14,2.35,2.32,-1.16
-0.4,-0.91,-0.14,1.44,0.98,-0.92
-0.42,-0.95,-0.17,0.21,-0.2,-2.81
-0.47,-1.02,-0.16,-1.56,-3.34,-6.64
-0.5,-1.11,-0.17,-2.09,-7.4,-10.99
-0.58,-1.25,-0.15,1.21,-14.06,-18.56
-0.66,-1.43,-0.12,10.0,-24.63,-25.1
-0.68,-1.62,-0.12,26.82,-36.0,-30.84
-0.69,-1.81,-0.16,48.85,-48.58,-38.89
-0.7,-1.91,-0.14,73.89,-55.88,-47.22
-0.71,-2.0,-0.19,100.7,-62.87,-53.91
-0.63,-1.99,-0.26,122.31,-63.76,-63.4
-0.69,-1.99,-0.23,139.21,-64.96,-81.07
-0.93,-1.94,-0.14,146.64,-76.98,-111.89
-0.73,-1.97,-0.14,149.4,-77.54,-137.8
-0.71,-2.01,-0.12,159.37,-83.85,-168.85
-0.71,-1.95,-0.08,167.25,-85.47,-194.9
-0.71,-1.87,-0.06,174.98,-87.69,-214.09
-0.75,-1.76,-0.0,181.71,-89.68,-230.64
-0.87,-1.74,0.13,190.03,-100.37,-245.47
-0.92,-1.8,0.22,195.91,-117.36,-271.21
-0.69,-1.69,0.14,194.84,-123.5,-287.42
-0.61,-1.59,0.14,190.93,-119.07,-300.87
-0.57,-1.43,0.16,177.79,-116.58,-304.21
-0.44,-1.26,0.17,156.84,-111.19,-304.32
-0.72,-1.36,0.36,186.92,-119.44,-285.18
-0.55,-1.33,0.26,169.77,-113.24,-292.34
-0.59,-1.38,0.34,167.24,-121.07,-303.34
-0.55,-1.18,0.28,161.1,-125.92,-316.26
-0.53,-1.19,0.24,166.87,-125.65,-324.75
-0.53,-1.04,0.21,181.86,-123.91,-321.79
-0.56,-0.91,0.19,195.94,-124.58,-310.41
-0.47,-0.78,0.08,219.68,-122.79,-296.99
-0.42,-0.49,0.03,231.18,-120.92,-278.56
-0.41,-0.4,-0.05,236.76,-128.27,-272.12
-0.48,-0.32,-0.02,228.11,-137.47,-284.2
-0.53,-0.37,-0.03,223.91,-149.5,-297.54
-0.49,-0.23,-0.07,220.53,-152.41,-308.09
-0.51,-0.27,-0.13,219.21,-164.72,-333.6
-0.44,-0.07,-0.21,211.19,-165.98,-349.66
-0.28,0.2,-0.35,202.93,-160.67,-352.43
-0.14,0.47,-0.47,194.66,-146.09,-338.73
0.03,0.76,-0.57,187.47,-132.26,-315.77
0.22,0.99,-0.63,177.05,-113.13,-286.09
0.28,1.17,-0.72,159.02,-93.18,-253.07
0.4,1.34,-0.67,141.6,-80.69,-231.88
0.43,1.42,-0.65,118.12,-68.15,-218.75
0.46,1.4,-0.65,100.6,-67.08,-202.96
0.54,1.47,-0.64,79.37,-60.38,-192.43
0.6,1.52,-0.7,62.08,-48.9,-173.66
0.73,1.74,-0.72,39.88,-34.96,-141.45
0.77,1.91,-0.7,10.58,-26.21,-113.76
0.92,2.2,-0.7,-27.27,-14.61,-83.01
0.84,2.27,-0.67,-64.75,-8.38,-36.56
0.98,2.42,-0.66,-109.65,7.48,13.79
0.97,2.37,-0.72,-152.4,31.13,75.04
0.96,2.25,-0.77,-186.08,55.74,136.35
0.9,2.11,-0.83,-213.21,80.31,191.88
0.74,2.0,-0.88,-237.24,106.84,244.4
0.57,2.15,-0.98,-261.69,126.85,302.41
0.33,2.34,-1.04,-292.66,139.95,378.06
0.13,2.39,-1.21,-324.15,164.41,441.1
-0.13,2.42,-1.46,-364.95,194.87,500.26
-0.63,2.11,-1.68,-405.97,216.18,500.26
-1.15,1.77,-1.82,-446.27,227.22,500.26
-1.54,1.31,-1.9,-469.18,236.08,500.26
-1.89,0.96,-1.94,-473.39,243.05,500.26
-2.27,0.65,-1.87,-468.78,234.67,500.26
-2.5,0.43,-1.84,-462.64,230.72,500.26
-2.91,0.17,-1.69,-454.61,204.02,500.26
-3.31,-0.12,-1.5,-445.45,165.57,500.26
-3.57,-0.39,-1.42,-451.86,115.71,500.26
-3.63,-0.94,-1.41,-465.05,63.71,500.26
-3.4,-1.79,-1.42,-453.63,21.13,460.5
-2.98,-2.61,-1.24,-415.76,19.66,445.71
-2.59,-3.29,-1.22,-336.47,13.59,414.99
-2.6,-3.51,-0.99,-277.27,10.03,377.59
-2.2,-3.65,-0.81,-221.74,10.85,336.5
-2.01,-3.57,-0.72,-173.54,-3.44,288.79
-1.65,-3.5,-0.71,-135.4,-9.24,247.07
-1.38,-3.49,-0.63,-93.74,-3.5,205.97
-1.16,-3.08,-0.55,-62.6,-9.21,169.51
-1.04,-3.01,-0.57,-40.26,3.07,129.07
-0.96,-2.66,-0.46,-18.5,3.71,97.27
-0.92,-2.38,-0.44,-1.19,0.26,69.57
-0.85,-2.09,-0.44,6.44,-1.21,46.18
-0.75,-1.87,-0.44,13.18,-0.05,26.7
-0.68,-1.73,-0.43,21.4,4.64,13.88
-0.69,-1.62,-0.39,28.58,4.76,1.22
-0.69,-1.52,-0.36,32.89,1.01,-12.09
-0.62,-1.44,-0.34,39.45,2.03,-20.17
-0.59,-1.34,-0.32,50.26,4.73,-24.15
-0.58,-1.19,-0.28,61.73,3.76,-23.94
-0.54,-0.98,-0.28,64.87,2.93,-25.25
-0.52,-0.81,-0.3,58.06,2.98,-26.44
