acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.19,-1.01,0.16,-9.76,6.95,16.63
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
0.23,-0.9,0.16,-6.55,7.36,17.36
