acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
-0.02,-0.97,0.15,1.05,2.08,-3.37
-0.01,-0.93,0.14,1.51,3.42,-3.04
-0.01,-0.89,0.14,0.37,5.21,-3.15
0.0,-0.85,0.14,0.67,7.25,-2.03
0.03,-0.79,0.13,8.03,10.02,2.0
-0.0,-0.67,0.1,24.63,12.02,12.21
0.07,-0.38,0.06,40.85,17.68,30.55
0.11,0.09,-0.04,48.89,22.92,52.84
0.18,0.77,-0.16,58.82,27.13,98.79
0.24,1.7,-0.24,59.69,29.19,164.12
0.45,2.81,-0.53,26.31,45.95,242.85
0.32,3.62,-0.76,-49.48,76.82,314.38
0.31,4.0,-1.0,-153.19,112.95,378.61
-0.14,4.0,-1.33,-251.89,172.55,482.64
-1.06,4.0,-1.63,-342.24,223.45,500.26
-2.18,4.0,-1.83,-433.82,250.4,500.26
-3.07,3.78,-2.05,-500.27,256.08,500.26
-3.8,3.31,-2.32,-500.27,244.73,500.26
-4.0,2.88,-2.56,-500.27,226.23,500.26
-4.0,2.33,-2.8,-500.27,200.7,500.26
-4.0,1.58,-2.89,-500.27,160.85,500.26
-4.0,0.93,-2.6,-500.27,93.6,500.26
-4.0,0.34,-2.28,-500.27,5.08,448.81
-4.0,-0.28,-2.1,-500.27,-88.81,398.26
-4.0,-0.59,-1.89,-488.58,-184.55,360.69
-4.0,-0.35,-2.08,-397.77,-263.62,340.43
-4.0,-0.29,-2.66,-342.21,-290.58,322.26
-3.4,-0.35,-3.33,-343.95,-238.76,286.9
-2.33,-1.3,-3.84,-357.56,-125.13,221.59
-1.84,-2.35,-3.77,-328.34,-1.33,143.76
-2.24,-2.98,-2.92,-279.82,63.62,59.31
-2.61,-3.59,-1.95,-182.66,63.59,-0.05
-2.72,-3.95,-1.24,-23.69,24.06,-29.59
-2.52,-3.61,-0.95,153.16,-23.39,-38.78
-2.19,-2.62,-1.05,285.63,-53.28,-31.85
-1.85,-1.55,-1.31,356.18,-68.06,-44.87
-1.48,-0.5,-1.54,364.09,-64.29,-61.04
-1.2,0.34,-1.57,326.81,-47.56,-82.31
-1.04,0.79,-1.42,266.06,-29.05,-101.77
-0.93,0.83,-1.23,211.21,-21.27,-117.11
-0.98,0.52,-1.06,168.56,-18.02,-130.09
-1.09,0.06,-0.97,159.25,-23.31,-133.33
-1.15,-0.38,-1.02,177.21,-25.08,-142.66
-1.4,-0.72,-0.93,203.86,-35.94,-167.54
-1.48,-0.9,-1.01,231.6,-48.75,-188.37
-1.62,-0.97,-1.1,260.58,-53.54,-210.85
-1.67,-0.9,-1.18,279.4,-51.86,-227.05
-1.76,-0.77,-1.23,293.11,-40.58,-240.4
-2.04,-0.61,-1.05,288.17,-37.04,-253.68
-2.31,-0.67,-0.83,274.87,-47.92,-271.79
-2.37,-0.82,-0.78,271.25,-58.23,-292.43
-2.6,-0.94,-0.59,271.68,-73.98,-315.83
-2.79,-1.09,-0.53,272.5,-99.48,-341.36
-2.69,-1.1,-0.72,279.69,-116.93,-359.21
-2.53,-1.08,-0.82,283.04,-116.75,-376.49
-2.4,-0.85,-0.93,269.39,-107.8,-398.67
-2.42,-0.68,-0.81,237.02,-95.45,-431.01
-2.54,-0.71,-0.7,207.73,-91.65,-458.72
-2.54,-0.69,-0.51,191.02,-93.27,-464.81
-2.34,-0.76,-0.61,201.79,-90.55,-458.17
-2.06,-0.43,-0.71,218.52,-74.49,-434.46
-1.95,-0.04,-0.66,230.84,-59.48,-406.18
-1.89,0.49,-0.47,229.56,-55.39,-371.8
-1.82,0.99,-0.27,201.02,-69.31,-349.39
-1.67,1.29,-0.19,149.36,-81.69,-334.37
-1.41,1.51,-0.15,83.01,-91.47,-330.44
-1.14,1.45,-0.17,24.98,-92.44,-318.31
-0.84,1.29,-0.22,-0.67,-83.68,-287.68
-0.67,1.12,-0.22,-3.5,-73.27,-251.94
-0.53,1.08,-0.21,-1.53,-62.2,-212.09
-0.45,1.06,-0.2,-4.2,-55.15,-178.99
-0.32,1.05,-0.21,-16.58,-50.43,-151.05
-0.24,0.93,-0.17,-32.87,-44.82,-125.56
-0.21,0.68,-0.14,-43.22,-42.72,-100.89
-0.18,0.4,-0.14,-46.64,-40.55,-78.14
-0.16,0.15,-0.11,-48.63,-36.55,-59.42
-0.13,-0.08,-0.09,-53.07,-33.15,-45.21
-0.13,-0.31,-0.04,-57.24,-27.13,-34.49
-0.08,-0.55,-0.02,-61.91,-23.1,-30.34
