acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,-1.06,-0.2,-13.57,-14.43,1.1
0.17,-1.11,-0.2,-8.24,-13.42,1.5
0.18,-1.13,-0.21,-1.85,-10.72,2.61
0.19,-1.15,-0.22,5.47,-8.02,3.42
0.21,-1.16,-0.23,13.25,-5.13,3.51
0.21,-1.16,-0.23,21.44,-2.41,2.38
0.2,-1.23,-0.2,33.62,0.31,2.52
0.18,-1.38,-0.15,55.02,1.94,2.23
0.23,-1.49,-0.13,85.05,5.86,3.77
0.27,-1.47,-0.17,117.83,13.79,6.96
0.31,-1.37,-0.23,143.27,23.28,10.08
0.33,-1.23,-0.31,161.11,35.97,12.09
0.36,-1.17,-0.34,172.46,49.6,9.56
0.37,-1.19,-0.33,186.55,69.04,6.92
0.39,-1.17,-0.33,205.82,89.91,9.48
0.32,-1.18,-0.26,228.87,106.46,7.74
0.27,-1.2,-0.23,256.49,120.2,10.14
0.18,-1.22,-0.23,304.02,132.41,6.79
0.12,-0.74,-0.18,309.66,138.63,23.97
0.0,-0.91,-0.21,346.79,158.73,46.64
-0.06,-0.84,-0.24,378.06,161.04,61.15
-0.02,-0.64,-0.3,400.69,163.98,74.96
0.04,-0.43,-0.41,405.68,174.6,84.03
0.12,-0.35,-0.45,403.36,192.72,96.93
0.08,-0.28,-0.39,395.48,199.24,99.69
0.06,-0.16,-0.39,374.08,202.89,89.39
0.02,-0.16,-0.32,350.89,205.53,79.97
-0.03,-0.21,-0.23,337.22,210.12,83.54
-0.07,-0.29,-0.14,336.2,217.77,96.06
-0.16,-0.35,-0.08,344.61,220.67,109.51
-0.17,-0.34,-0.08,354.49,228.76,123.94
-0.24,-0.26,-0.04,367.24,232.02,139.86
-0.26,-0.1,-0.05,370.61,229.85,139.08
-0.26,0.18,-0.06,356.93,227.74,130.9
-0.34,0.4,-0.02,324.75,219.92,105.95
-0.43,0.47,0.06,287.77,209.83,81.86
-0.5,0.41,0.14,260.7,204.7,72.27
-0.67,0.31,0.26,247.3,197.69,74.55
-0.79,0.31,0.35,241.05,186.14,78.56
-0.69,0.39,0.3,236.99,178.14,88.81
-0.57,0.42,0.26,236.99,188.92,99.25
-0.56,0.57,0.25,223.34,195.53,99.66
-0.6,0.74,0.25,195.88,195.82,78.55
-0.84,0.93,0.33,141.54,180.47,36.32
-1.06,0.98,0.46,76.64,152.79,-14.72
-1.13,0.88,0.58,23.31,126.43,-46.18
-1.18,0.69,0.69,-8.09,105.18,-54.47
-1.13,0.44,0.79,-18.18,95.63,-48.5
-1.19,0.08,0.93,-2.72,78.27,-28.6
-0.98,-0.01,0.91,19.45,77.45,-18.4
-0.91,0.05,0.9,33.71,77.8,-13.5
-0.84,0.14,0.88,35.97,81.91,-18.92
-0.88,0.14,0.93,34.55,89.34,-17.59
-1.02,0.1,1.01,39.39,93.45,-11.56
-1.17,0.23,1.07,38.46,85.13,-12.2
-1.24,0.25,1.1,35.33,72.58,-12.64
-1.27,0.25,1.1,35.18,59.3,-10.41
-1.25,0.29,1.09,35.05,48.5,-8.43
-1.28,0.4,1.05,27.95,36.11,-12.29
-1.3,0.51,1.02,11.36,21.83,-23.34
-1.34,0.53,1.01,-6.93,8.47,-31.16
-1.34,0.45,1.01,-15.24,-2.44,-28.99
-1.35,0.39,0.99,-14.67,-8.89,-17.3
-1.33,0.4,0.94,-14.29,-17.65,-9.5
-1.29,0.5,0.87,-24.24,-29.62,-11.53
-1.25,0.61,0.8,-46.96,-42.98,-24.43
-1.25,0.64,0.77,-78.85,-60.72,-43.57
-1.18,0.58,0.72,-106.69,-73.1,-56.53
-1.13,0.54,0.67,-127.91,-80.03,-60.02
-1.09,0.46,0.64,-143.69,-86.76,-58.61
-1.05,0.41,0.59,-158.67,-92.95,-65.98
-1.0,0.42,0.53,-177.94,-102.32,-75.51
-0.91,0.44,0.46,-202.7,-106.4,-87.92
-0.87,0.43,0.43,-232.63,-107.74,-103.79
-0.91,0.3,0.41,-255.68,-114.14,-110.18
-0.96,0.13,0.45,-265.57,-122.27,-108.96
-0.99,-0.09,0.51,-262.93,-132.49,-102.37
-0.97,-0.25,0.49,-248.92,-143.8,-95.85
-0.93,-0.14,0.46,-245.63,-157.76,-108.37
-0.81,-0.04,0.37,-262.29,-164.44,-126.27
-0.77,-0.01,0.32,-281.3,-176.61,-143.39
-0.7,-0.02,0.28,-299.76,-188.08,-155.92
-0.7,-0.12,0.26,-313.34,-198.02,-166.5
-0.65,-0.32,0.26,-311.85,-209.51,-171.47
-0.51,-0.43,0.21,-304.64,-212.61,-174.93
-0.42,-0.52,0.19,-295.69,-207.95,-172.27
-0.46,-0.61,0.25,-286.23,-212.4,-180.49
-0.4,-0.61,0.22,-278.11,-220.99,-186.66
-0.24,-0.47,0.16,-280.32,-213.27,-185.88
-0.25,-0.36,0.08,-289.74,-207.34,-188.64
-0.21,-0.33,0.04,-297.08,-209.89,-186.09
-0.15,-0.43,0.02,-298.95,-206.29,-175.8
-0.06,-0.62,0.01,-287.63,-197.62,-156.35
-0.01,-0.81,0.05,-266.4,-188.47,-140.55
0.06,-0.92,0.03,-242.12,-180.15,-131.1
0.11,-0.92,0.07,-226.84,-178.21,-133.07
0.28,-0.99,0.01,-205.54,-162.24,-126.52
0.22,-0.97,0.02,-187.13,-144.0,-117.95
0.18,-0.88,-0.01,-173.94,-131.82,-111.5
0.06,-0.81,-0.04,-166.98,-123.51,-102.78
